"module name","license","repository", license URL, "parent path"
"Base64@0.2.1","WTFPL","https://github.com/davidchambers/Base64.js","https://raw.github.com/davidchambers/Base64.js/master/LICENSE","app"
"abab@1.0.1","ISC","git+https://github.com/jsdom/abab","git+https://github.com/jsdom/abab","app"
"abbrev@1.0.7","ISC","git+ssh://git@github.com/isaacs/abbrev-js","git+ssh://git@github.com/isaacs/abbrev-js/raw/master/LICENSE","app"
"accepts@1.2.13","MIT","git+https://github.com/jshttp/accepts","git+https://github.com/jshttp/accepts/raw/master/LICENSE","express:app"
"accepts@1.3.0","MIT","git+https://github.com/jshttp/accepts","git+https://github.com/jshttp/accepts/raw/master/LICENSE","app"
"acorn-globals@1.0.9","MIT","git+https://github.com/ForbesLindesay/acorn-globals","git+https://github.com/ForbesLindesay/acorn-globals/raw/master/LICENSE","app"
"acorn-to-esprima@1.0.7","MIT","git+https://github.com/babel/acorn-to-esprima","git+https://github.com/babel/acorn-to-esprima/raw/master/LICENSE","app"
"acorn@1.2.2","MIT","git+https://github.com/marijnh/acorn","git+https://github.com/marijnh/acorn/raw/master/LICENSE","app"
"acorn@2.6.4","MIT","git+https://github.com/ternjs/acorn","git+https://github.com/ternjs/acorn/raw/master/LICENSE","acorn-globals:app"
"align-text@0.1.3","MIT","https://github.com/jonschlinkert/align-text","https://github.com/jonschlinkert/align-text/raw/master/LICENSE","app"
"alphanum-sort@1.0.2","MIT","git+https://github.com/TrySound/alphanum-sort","git+https://github.com/TrySound/alphanum-sort/raw/master/LICENSE","app"
"alter@0.2.0","MIT","git+https://github.com/olov/alter","git+https://github.com/olov/alter/raw/master/LICENSE","app"
"amdefine@1.0.0","BSD-3-Clause AND MIT","git+https://github.com/jrburke/amdefine","git+https://github.com/jrburke/amdefine/raw/master/LICENSE","app"
"ansi-escapes@1.1.0","MIT","git+https://github.com/sindresorhus/ansi-escapes","git+https://github.com/sindresorhus/ansi-escapes/raw/master/license","app"
"ansi-green@0.1.1","MIT","git+https://github.com/jonschlinkert/ansi-green","git+https://github.com/jonschlinkert/ansi-green/raw/master/LICENSE","app"
"ansi-regex@2.0.0","MIT","git+https://github.com/sindresorhus/ansi-regex","git+https://github.com/sindresorhus/ansi-regex/raw/master/license","app"
"ansi-styles@2.1.0","MIT","git+https://github.com/chalk/ansi-styles","git+https://github.com/chalk/ansi-styles/raw/master/license","app"
"ansi-wrap@0.1.0","MIT","git+https://github.com/jonschlinkert/ansi-wrap","https://github.com/jonschlinkert/ansi-wrap/blob/master/LICENSE","app"
"ansi@0.3.0","UNKNOWN","https://github.com/TooTallNate/ansi.js","https://github.com/TooTallNate/ansi.js","app"
"anymatch@1.3.0","ISC","git+https://github.com/es128/anymatch","git+https://github.com/es128/anymatch/raw/master/LICENSE","app"
"are-we-there-yet@1.0.5","ISC","git+https://github.com/iarna/are-we-there-yet","git+https://github.com/iarna/are-we-there-yet/raw/master/LICENSE","app"
"argparse@0.1.16","MIT","https://github.com/nodeca/argparse","https://github.com/nodeca/argparse/raw/master/LICENSE","neat:app"
"argparse@1.0.3","MIT","git+https://github.com/nodeca/argparse","git+https://github.com/nodeca/argparse/raw/master/LICENSE","app"
"arr-diff@1.1.0","MIT","git+https://github.com/jonschlinkert/arr-diff","git+https://github.com/jonschlinkert/arr-diff/raw/master/LICENSE","app"
"arr-flatten@1.0.1","MIT","https://github.com/jonschlinkert/arr-flatten","https://github.com/jonschlinkert/arr-flatten/blob/master/LICENSE","app"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten","https://github.com/blakeembrey/array-flatten/raw/master/LICENSE","app"
"array-index@0.1.1","UNKNOWN","https://github.com/TooTallNate/array-index","https://github.com/TooTallNate/array-index","app"
"array-slice@0.2.3","MIT","https://github.com/jonschlinkert/array-slice","https://github.com/jonschlinkert/array-slice/blob/master/LICENSE","app"
"array-union@1.0.1","MIT","git+https://github.com/sindresorhus/array-union","git+https://github.com/sindresorhus/array-union","app"
"array-uniq@1.0.2","MIT","git+https://github.com/sindresorhus/array-uniq","git+https://github.com/sindresorhus/array-uniq","app"
"array-unique@0.2.1","MIT","https://github.com/jonschlinkert/array-unique","https://github.com/jonschlinkert/array-unique/blob/master/LICENSE","app"
"arrify@1.0.0","MIT","git+https://github.com/sindresorhus/arrify","git+https://github.com/sindresorhus/arrify/raw/master/license","app"
"asap@2.0.3","MIT","git+https://github.com/kriskowal/asap","https://github.com/kriskowal/asap/raw/master/LICENSE.md","app"
"asn1@0.2.3","MIT","https://github.com/mcavage/node-asn1","https://github.com/mcavage/node-asn1/raw/master/LICENSE","app"
"assert-plus@0.1.5","UNKNOWN","git+https://github.com/mcavage/node-assert-plus","git+https://github.com/mcavage/node-assert-plus","app"
"assert-plus@0.2.0","MIT","git+https://github.com/mcavage/node-assert-plus","git+https://github.com/mcavage/node-assert-plus","sshpk:app"
"assert@1.3.0","MIT","https://github.com/defunctzombie/commonjs-assert","https://github.com/defunctzombie/commonjs-assert/raw/master/LICENSE","app"
"assertion-error@1.0.1","MIT","git+ssh://git@github.com/chaijs/assertion-error","git+ssh://git@github.com/chaijs/assertion-error","app"
"ast-traverse@0.1.1","MIT","git+https://github.com/olov/ast-traverse","git+https://github.com/olov/ast-traverse/raw/master/LICENSE","app"
"ast-types@0.8.12","MIT","https://github.com/benjamn/ast-types","https://github.com/benjamn/ast-types/raw/master/LICENSE","app"
"async-each@0.1.6","MIT","https://github.com/paulmillr/async-each","https://github.com/paulmillr/async-each","app"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach","https://github.com/cowboy/javascript-sync-async-foreach/raw/master/LICENSE-MIT","app"
"async@0.2.10","MIT","git+https://github.com/caolan/async","https://github.com/caolan/async/raw/master/LICENSE","neat:app"
"async@0.9.2","MIT","git+https://github.com/caolan/async","git+https://github.com/caolan/async/raw/master/LICENSE","watchpack:app"
"async@1.5.0","MIT","git+https://github.com/caolan/async","git+https://github.com/caolan/async/raw/master/LICENSE","app"
"autobind-decorator@1.3.2","MIT","","","app"
"autoprefixer@6.1.2","MIT","git+https://github.com/postcss/autoprefixer","git+https://github.com/postcss/autoprefixer/raw/master/LICENSE","app"
"aws-sign2@0.6.0","Apache-2.0","git+https://github.com/mikeal/aws-sign","git+https://github.com/mikeal/aws-sign/raw/master/LICENSE","app"
"babel-core@5.8.34","MIT","git+https://github.com/babel/babel","git+https://github.com/babel/babel","app"
"babel-eslint@4.1.6","MIT","git+https://github.com/babel/babel-eslint","git+https://github.com/babel/babel-eslint/raw/master/LICENSE","app"
"babel-loader@5.4.0","MIT","git+https://github.com/babel/babel-loader","git+https://github.com/babel/babel-loader/raw/master/LICENSE","app"
"babel-plugin-constant-folding@1.0.1","MIT","git+https://github.com/babel-plugins/babel-plugin-constant-folding","git+https://github.com/babel-plugins/babel-plugin-constant-folding","app"
"babel-plugin-dead-code-elimination@1.0.2","MIT","git+https://github.com/babel-plugins/babel-plugin-dead-code-elimination","git+https://github.com/babel-plugins/babel-plugin-dead-code-elimination","app"
"babel-plugin-eval@1.0.1","MIT","git+https://github.com/babel-plugins/babel-plugin-eval","git+https://github.com/babel-plugins/babel-plugin-eval","app"
"babel-plugin-inline-environment-variables@1.0.1","MIT","git+https://github.com/babel-plugins/babel-plugin-inline-environment-variables","git+https://github.com/babel-plugins/babel-plugin-inline-environment-variables","app"
"babel-plugin-jscript@1.0.4","MIT","git+https://github.com/babel-plugins/babel-plugin-jscript","git+https://github.com/babel-plugins/babel-plugin-jscript","app"
"babel-plugin-member-expression-literals@1.0.1","MIT","git+https://github.com/babel-plugins/babel-plugin-member-expression-literals","git+https://github.com/babel-plugins/babel-plugin-member-expression-literals","app"
"babel-plugin-property-literals@1.0.1","MIT","git+https://github.com/babel-plugins/babel-plugin-property-literals","git+https://github.com/babel-plugins/babel-plugin-property-literals","app"
"babel-plugin-proto-to-assign@1.0.4","MIT","git+https://github.com/babel-plugins/babel-plugin-proto-to-assign","git+https://github.com/babel-plugins/babel-plugin-proto-to-assign","app"
"babel-plugin-react-constant-elements@1.0.3","MIT","git+https://github.com/babel-plugins/babel-plugin-react-constant-elements","git+https://github.com/babel-plugins/babel-plugin-react-constant-elements","app"
"babel-plugin-react-display-name@1.0.3","MIT","git+https://github.com/babel-plugins/babel-plugin-react-display-name","git+https://github.com/babel-plugins/babel-plugin-react-display-name","app"
"babel-plugin-remove-console@1.0.1","MIT","git+https://github.com/babel-plugins/babel-plugin-remove-console","git+https://github.com/babel-plugins/babel-plugin-remove-console","app"
"babel-plugin-remove-debugger@1.0.1","MIT","git+https://github.com/babel-plugins/babel-plugin-remove-debugger","git+https://github.com/babel-plugins/babel-plugin-remove-debugger","app"
"babel-plugin-runtime@1.0.7","MIT","git+https://github.com/babel-plugins/babel-plugin-runtime","git+https://github.com/babel-plugins/babel-plugin-runtime","app"
"babel-plugin-undeclared-variables-check@1.0.2","MIT","git+https://github.com/babel-plugins/babel-plugin-undeclared-variables-check","git+https://github.com/babel-plugins/babel-plugin-undeclared-variables-check","app"
"babel-plugin-undefined-to-void@1.1.6","MIT","git+https://github.com/babel-plugins/babel-plugin-undefined-to-void","git+https://github.com/babel-plugins/babel-plugin-undefined-to-void","app"
"babel-runtime@5.8.34","MIT","git+https://github.com/babel/babel","git+https://github.com/babel/babel","app"
"babel@5.8.34","MIT","git+https://github.com/babel/babel","git+https://github.com/babel/babel","app"
"babylon@5.8.34","MIT","git+https://github.com/babel/babel","git+https://github.com/babel/babel/raw/master/LICENSE","app"
"balanced-match@0.1.0","MIT","https://github.com/juliangruber/balanced-match","https://github.com/juliangruber/balanced-match","reduce-css-calc:app"
"balanced-match@0.2.1","MIT","https://github.com/juliangruber/balanced-match","https://github.com/juliangruber/balanced-match/raw/master/LICENSE.md","app"
"base62@0.1.1","UNKNOWN","https://github.com/andrew/base62.js","https://github.com/andrew/base62.js/raw/master/LICENSE","app"
"base64-js@0.0.8","MIT","https://github.com/beatgammit/base64-js","https://github.com/beatgammit/base64-js/raw/master/LICENSE.MIT","app"
"batch@0.5.2","MIT","git+https://github.com/visionmedia/batch","git+https://github.com/visionmedia/batch","app"
"big.js@3.1.3","MIT","git+https://github.com/MikeMcl/big.js","git+https://github.com/MikeMcl/big.js/raw/master/LICENCE","app"
"binary-extensions@1.4.0","MIT","git+https://github.com/sindresorhus/binary-extensions","git+https://github.com/sindresorhus/binary-extensions/raw/master/license","app"
"bl@1.0.0","MIT","git+https://github.com/rvagg/bl","git+https://github.com/rvagg/bl/raw/master/LICENSE.md","app"
"block-stream@0.0.8","ISC","https://github.com/isaacs/block-stream","https://github.com/isaacs/block-stream/raw/master/LICENCE","app"
"bluebird@2.10.2","MIT","https://github.com/petkaantonov/bluebird","https://github.com/petkaantonov/bluebird/raw/master/LICENSE","app"
"boom@2.10.1","BSD-3-Clause","https://github.com/hapijs/boom","https://github.com/hapijs/boom/raw/master/LICENSE","app"
"bourbon-neat@1.7.2","MIT","git+https://github.com/thoughtbot/neat","git+https://github.com/thoughtbot/neat/raw/master/LICENSE.md","app"
"bourbon@4.2.3","MIT","git+https://github.com/thoughtbot/bourbon","git+https://github.com/thoughtbot/bourbon/raw/master/LICENSE.md","node-bourbon:app"
"bourbon@4.2.6","MIT","git+https://github.com/thoughtbot/bourbon","git+https://github.com/thoughtbot/bourbon/raw/master/LICENSE.md","app"
"bowser@1.0.0","MIT","git+https://github.com/ded/bowser","git+https://github.com/ded/bowser/raw/master/LICENSE","app"
"brace-expansion@1.1.1","MIT","https://github.com/juliangruber/brace-expansion","https://github.com/juliangruber/brace-expansion","app"
"braces@1.8.2","MIT","git+https://github.com/jonschlinkert/braces","git+https://github.com/jonschlinkert/braces/raw/master/LICENSE","app"
"breakable@1.0.0","MIT","git+https://github.com/olov/breakable","git+https://github.com/olov/breakable/raw/master/LICENSE","app"
"breakpoint-sass@2.6.1","MIT","git+https://github.com/Team-Sass/breakpoint","git+https://github.com/Team-Sass/breakpoint","app"
"browserify-zlib@0.1.4","MIT","https://github.com/devongovett/browserify-zlib","https://github.com/devongovett/browserify-zlib","app"
"browserslist@1.0.1","MIT","git+https://github.com/ai/browserslist","git+https://github.com/ai/browserslist/raw/master/LICENSE","app"
"buffer@3.5.2","MIT","https://github.com/feross/buffer","https://github.com/feross/buffer/raw/master/LICENSE","app"
"builtin-modules@1.1.0","MIT","git+https://github.com/sindresorhus/builtin-modules","git+https://github.com/sindresorhus/builtin-modules/raw/master/license","app"
"bytes@2.1.0","MIT","git+https://github.com/visionmedia/bytes.js","git+https://github.com/visionmedia/bytes.js","app"
"camelcase-keys@2.0.0","MIT","git+https://github.com/sindresorhus/camelcase-keys","git+https://github.com/sindresorhus/camelcase-keys/raw/master/license","app"
"camelcase@1.2.1","MIT","git+https://github.com/sindresorhus/camelcase","git+https://github.com/sindresorhus/camelcase/raw/master/license","app"
"camelcase@2.0.1","MIT","git+https://github.com/sindresorhus/camelcase","git+https://github.com/sindresorhus/camelcase/raw/master/license","camelcase-keys:app"
"caniuse-api@1.4.1","MIT","git+https://github.com/nyalab/caniuse-api","git+https://github.com/nyalab/caniuse-api/raw/master/LICENSE","app"
"caniuse-db@1.0.30000373","CC-BY-4.0","git+https://github.com/Fyrd/caniuse","git+https://github.com/Fyrd/caniuse","app"
"caseless@0.11.0","Apache-2.0","git+https://github.com/mikeal/caseless","git+https://github.com/mikeal/caseless/raw/master/LICENSE","app"
"center-align@0.1.2","MIT","git+https://github.com/jonschlinkert/center-align","git+https://github.com/jonschlinkert/center-align/raw/master/LICENSE","app"
"chai@3.4.1","MIT","git+https://github.com/chaijs/chai","git+https://github.com/chaijs/chai","app"
"chalk@1.1.1","MIT","git+https://github.com/chalk/chalk","git+https://github.com/chalk/chalk/raw/master/license","app"
"chokidar@1.3.0","MIT","git+https://github.com/paulmillr/chokidar","git+https://github.com/paulmillr/chokidar","app"
"classnames@2.2.1","MIT","git+https://github.com/JedWatson/classnames","git+https://github.com/JedWatson/classnames/raw/master/LICENSE","app"
"cli-cursor@1.0.2","MIT","git+https://github.com/sindresorhus/cli-cursor","git+https://github.com/sindresorhus/cli-cursor/raw/master/license","app"
"cli-width@1.1.0","ISC","git+ssh://git@github.com/knownasilya/cli-width","git+ssh://git@github.com/knownasilya/cli-width/raw/master/LICENSE","app"
"cliui@2.1.0","ISC","git+ssh://git@github.com/bcoe/cliui","git+ssh://git@github.com/bcoe/cliui/raw/master/LICENSE.txt","app"
"clone@1.0.2","MIT","https://github.com/pvorb/node-clone","https://github.com/pvorb/node-clone/raw/master/LICENSE","app"
"coa@1.0.1","MIT","https://github.com/veged/coa","https://github.com/veged/coa","app"
"code-point-at@1.0.0","MIT","git+https://github.com/sindresorhus/code-point-at","git+https://github.com/sindresorhus/code-point-at/raw/master/license","app"
"coffee-script@1.6.2","MIT","https://github.com/jashkenas/coffee-script","https://raw.github.com/jashkenas/coffee-script/master/LICENSE","coffeelint:app"
"coffee-script@1.6.3","MIT","https://github.com/jashkenas/coffee-script","https://raw.github.com/jashkenas/coffee-script/master/LICENSE","app"
"coffeelint@0.5.7","MIT","https://github.com/clutchski/coffeelint","http://github.com/clutchski/coffeelint/raw/master/LICENSE","app"
"colors@0.6.2","UNKNOWN","git+ssh://git@github.com/Marak/colors.js","git+ssh://git@github.com/Marak/colors.js/raw/master/MIT-LICENSE.txt","app"
"colors@1.1.2","MIT","git+ssh://git@github.com/Marak/colors.js","git+ssh://git@github.com/Marak/colors.js/raw/master/LICENSE","svgo:app"
"colr-convert@1.0.5","MIT","git+https://github.com/stayradiated/colr-convert","git+https://github.com/stayradiated/colr-convert/raw/master/LICENSE","app"
"combined-stream@1.0.5","MIT","https://github.com/felixge/node-combined-stream","https://github.com/felixge/node-combined-stream/raw/master/License","app"
"commander@0.6.1","UNKNOWN","https://github.com/visionmedia/commander.js","https://github.com/visionmedia/commander.js","jade:app"
"commander@1.1.1","UNKNOWN","git+https://github.com/visionmedia/commander.js","git+https://github.com/visionmedia/commander.js","neat:app"
"commander@2.3.0","UNKNOWN","git+https://github.com/visionmedia/commander.js","git+https://github.com/visionmedia/commander.js","mocha:app"
"commander@2.9.0","MIT","git+https://github.com/tj/commander.js","git+https://github.com/tj/commander.js/raw/master/LICENSE","app"
"commoner@0.10.4","MIT","https://github.com/reactjs/commoner","https://github.com/reactjs/commoner/raw/master/LICENSE","app"
"compass@0.1.1","MIT","git+ssh://git@github.com/ngryman/compass","git+ssh://git@github.com/ngryman/compass","app"
"compressible@2.0.6","MIT","git+https://github.com/jshttp/compressible","git+https://github.com/jshttp/compressible/raw/master/LICENSE","app"
"compression@1.6.0","MIT","git+https://github.com/expressjs/compression","git+https://github.com/expressjs/compression/raw/master/LICENSE","app"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map","https://github.com/substack/node-concat-map/raw/master/LICENSE","app"
"concat-stream@1.5.1","MIT","git+ssh://git@github.com/maxogden/concat-stream","git+ssh://git@github.com/maxogden/concat-stream/raw/master/LICENSE","app"
"config-chain@1.1.9","MIT","git+https://github.com/dominictarr/config-chain","https://raw.githubusercontent.com/dominictarr/config-chain/master/LICENCE","app"
"connect-history-api-fallback@1.1.0","MIT","git+ssh://git@github.com/bripkens/connect-history-api-fallback","git+ssh://git@github.com/bripkens/connect-history-api-fallback/raw/master/LICENSE","app"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify","http://github.com/Raynos/console-browserify/raw/master/LICENSE","app"
"constants-browserify@0.0.1","MIT","https://github.com/juliangruber/constants-browserify","https://github.com/juliangruber/constants-browserify","app"
"content-disposition@0.5.0","MIT","git+https://github.com/jshttp/content-disposition","git+https://github.com/jshttp/content-disposition/raw/master/LICENSE","app"
"content-type@1.0.1","MIT","git+https://github.com/jshttp/content-type","git+https://github.com/jshttp/content-type/raw/master/LICENSE","app"
"convert-source-map@1.1.2","MIT","https://github.com/thlorenz/convert-source-map","https://github.com/thlorenz/convert-source-map/raw/master/LICENSE","app"
"cookie-signature@1.0.6","MIT","git+https://github.com/visionmedia/node-cookie-signature","git+https://github.com/visionmedia/node-cookie-signature","app"
"cookie@0.1.3","MIT","git+https://github.com/jshttp/cookie","git+https://github.com/jshttp/cookie/raw/master/LICENSE","app"
"core-js@1.2.6","MIT","git+https://github.com/zloirock/core-js","git+https://github.com/zloirock/core-js/raw/master/LICENSE","app"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is","https://github.com/isaacs/core-util-is/raw/master/LICENSE","app"
"cross-spawn-async@2.1.1","MIT","https://github.com/IndigoUnited/node-cross-spawn-async","https://github.com/IndigoUnited/node-cross-spawn-async/raw/master/LICENSE","app"
"cross-spawn@2.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn","https://github.com/IndigoUnited/node-cross-spawn/raw/master/LICENSE","app"
"cryptiles@2.0.5","BSD-3-Clause","https://github.com/hapijs/cryptiles","https://github.com/hapijs/cryptiles/raw/master/LICENSE","app"
"crypto-browserify@3.2.8","MIT","https://github.com/dominictarr/crypto-browserify","https://github.com/dominictarr/crypto-browserify/raw/master/LICENSE","app"
"css-color-names@0.0.2","MIT","https://github.com/bahamas10/css-color-names","https://github.com/bahamas10/css-color-names","app"
